variabel	grunnkrets	ar	befolkning	grunnkrets_kode	admin_sone
Personer	11491014 Trevarden	2021	369	10	5
Personer	11491014 Trevarden	2022	366	10	5
Personer	11491014 Trevarden	2023	372	10	5
Personer	11491015 Vormedal	2000	536	10	5
Personer	11491015 Vormedal	2001	567	10	5
Personer	11491015 Vormedal	2002	597	10	5
Personer	11491015 Vormedal	2003	582	10	5
Personer	11491015 Vormedal	2004	633	10	5
Personer	11491015 Vormedal	2005	677	10	5
Personer	11491015 Vormedal	2006	691	10	5
Personer	11491015 Vormedal	2007	745	10	5
Personer	11491015 Vormedal	2008	791	10	5
Personer	11491015 Vormedal	2009	798	10	5
Personer	11491015 Vormedal	2010	869	10	5
Personer	11491015 Vormedal	2011	884	10	5
Personer	11491015 Vormedal	2012	920	10	5
Personer	11491015 Vormedal	2013	933	10	5
Personer	11491015 Vormedal	2014	960	10	5
Personer	11491015 Vormedal	2015	986	10	5
Personer	11491015 Vormedal	2016	1002	10	5
Personer	11491015 Vormedal	2017	995	10	5
Personer	11491015 Vormedal	2018	1053	10	5
Personer	11491015 Vormedal	2019	1089	10	5
Personer	11491015 Vormedal	2020	1195	10	5
Personer	11491015 Vormedal	2021	1234	10	5
Personer	11491015 Vormedal	2022	1342	10	5
Personer	11491015 Vormedal	2023	1402	10	5
Personer	11499999 Uoppgitt grunnkrets	2000	81	9	4
Personer	11499999 Uoppgitt grunnkrets	2001	204	9	4
Personer	11499999 Uoppgitt grunnkrets	2002	61	9	4
Personer	11499999 Uoppgitt grunnkrets	2003	38	9	4
Personer	11499999 Uoppgitt grunnkrets	2004	17	9	4
Personer	11499999 Uoppgitt grunnkrets	2005	20	9	4
Personer	11499999 Uoppgitt grunnkrets	2006	25	9	4
Personer	11499999 Uoppgitt grunnkrets	2007	24	9	4
Personer	11499999 Uoppgitt grunnkrets	2008	87	9	4
Personer	11499999 Uoppgitt grunnkrets	2009	57	9	4
Personer	11499999 Uoppgitt grunnkrets	2010	13	9	4
Personer	11499999 Uoppgitt grunnkrets	2011	48	9	4
Personer	11499999 Uoppgitt grunnkrets	2012	46	9	4
Personer	11499999 Uoppgitt grunnkrets	2013	80	9	4
Personer	11499999 Uoppgitt grunnkrets	2014	99	9	4
Personer	11499999 Uoppgitt grunnkrets	2015	99	9	4
Personer	11499999 Uoppgitt grunnkrets	2016	72	9	4
Personer	11499999 Uoppgitt grunnkrets	2017	49	9	4
Personer	11499999 Uoppgitt grunnkrets	2018	37	9	4
Personer	11499999 Uoppgitt grunnkrets	2019	27	9	4
Personer	11499999 Uoppgitt grunnkrets	2020	26	9	4
Personer	11499999 Uoppgitt grunnkrets	2021	34	9	4
Personer	11499999 Uoppgitt grunnkrets	2022	33	9	4
Personer	11499999 Uoppgitt grunnkrets	2023	19	9	4
