region	boligtype	kvartal	statistikkvariabel	05963: Selveierboliger,
1124 Sola	Eneboliger	2018K2	Gjennomsnittlig kvadratmeterpris (kr)	27561
1124 Sola	Eneboliger	2018K3	Gjennomsnittlig kvadratmeterpris (kr)	26609
1124 Sola	Eneboliger	2018K4	Gjennomsnittlig kvadratmeterpris (kr)	27674
1124 Sola	Eneboliger	2019K1	Gjennomsnittlig kvadratmeterpris (kr)	26974
1124 Sola	Eneboliger	2019K2	Gjennomsnittlig kvadratmeterpris (kr)	30210
1124 Sola	Eneboliger	2019K3	Gjennomsnittlig kvadratmeterpris (kr)	26360
1124 Sola	Eneboliger	2019K4	Gjennomsnittlig kvadratmeterpris (kr)	27829
1124 Sola	Eneboliger	2020K1	Gjennomsnittlig kvadratmeterpris (kr)	27946
1124 Sola	Eneboliger	2020K2	Gjennomsnittlig kvadratmeterpris (kr)	25334
1124 Sola	Eneboliger	2020K3	Gjennomsnittlig kvadratmeterpris (kr)	28104
1124 Sola	Eneboliger	2020K4	Gjennomsnittlig kvadratmeterpris (kr)	28260
1124 Sola	Eneboliger	2021K1	Gjennomsnittlig kvadratmeterpris (kr)	30244
1124 Sola	Eneboliger	2021K2	Gjennomsnittlig kvadratmeterpris (kr)	31267
1124 Sola	Eneboliger	2021K3	Gjennomsnittlig kvadratmeterpris (kr)	32392
1124 Sola	Eneboliger	2021K4	Gjennomsnittlig kvadratmeterpris (kr)	29527
1124 Sola	Eneboliger	2022K1	Gjennomsnittlig kvadratmeterpris (kr)	32224
1124 Sola	Eneboliger	2022K2	Gjennomsnittlig kvadratmeterpris (kr)	33719
1124 Sola	Eneboliger	2022K3	Gjennomsnittlig kvadratmeterpris (kr)	32823
1124 Sola	Eneboliger	2022K4	Gjennomsnittlig kvadratmeterpris (kr)	31067
1124 Sola	Eneboliger	2023K1	Gjennomsnittlig kvadratmeterpris (kr)	33121
1124 Sola	Eneboliger	2023K2	Gjennomsnittlig kvadratmeterpris (kr)	32793
1124 Sola	Eneboliger	2023K3	Gjennomsnittlig kvadratmeterpris (kr)	33382
1124 Sola	Eneboliger	2023K4	Gjennomsnittlig kvadratmeterpris (kr)	31183
1124 Sola	Eneboliger	2024K1	Gjennomsnittlig kvadratmeterpris (kr)	33827
1124 Sola	Småhus	2013K1	Gjennomsnittlig kvadratmeterpris (kr)	38519
1124 Sola	Småhus	2013K2	Gjennomsnittlig kvadratmeterpris (kr)	35691
1124 Sola	Småhus	2013K3	Gjennomsnittlig kvadratmeterpris (kr)	38971
1124 Sola	Småhus	2013K4	Gjennomsnittlig kvadratmeterpris (kr)	40638
1124 Sola	Småhus	2014K1	Gjennomsnittlig kvadratmeterpris (kr)	39390
1124 Sola	Småhus	2014K2	Gjennomsnittlig kvadratmeterpris (kr)	39341
1124 Sola	Småhus	2014K3	Gjennomsnittlig kvadratmeterpris (kr)	37031
1124 Sola	Småhus	2014K4	Gjennomsnittlig kvadratmeterpris (kr)	40762
1124 Sola	Småhus	2015K1	Gjennomsnittlig kvadratmeterpris (kr)	36973
1124 Sola	Småhus	2015K2	Gjennomsnittlig kvadratmeterpris (kr)	36402
1124 Sola	Småhus	2015K3	Gjennomsnittlig kvadratmeterpris (kr)	34567
1124 Sola	Småhus	2015K4	Gjennomsnittlig kvadratmeterpris (kr)	..
1124 Sola	Småhus	2016K1	Gjennomsnittlig kvadratmeterpris (kr)	31081
1124 Sola	Småhus	2016K2	Gjennomsnittlig kvadratmeterpris (kr)	..
1124 Sola	Småhus	2016K3	Gjennomsnittlig kvadratmeterpris (kr)	32658
1124 Sola	Småhus	2016K4	Gjennomsnittlig kvadratmeterpris (kr)	33208
1124 Sola	Småhus	2017K1	Gjennomsnittlig kvadratmeterpris (kr)	35274
1124 Sola	Småhus	2017K2	Gjennomsnittlig kvadratmeterpris (kr)	32684
1124 Sola	Småhus	2017K3	Gjennomsnittlig kvadratmeterpris (kr)	34171
1124 Sola	Småhus	2017K4	Gjennomsnittlig kvadratmeterpris (kr)	34204
1124 Sola	Småhus	2018K1	Gjennomsnittlig kvadratmeterpris (kr)	30740
1124 Sola	Småhus	2018K2	Gjennomsnittlig kvadratmeterpris (kr)	33763
1124 Sola	Småhus	2018K3	Gjennomsnittlig kvadratmeterpris (kr)	32927
1124 Sola	Småhus	2018K4	Gjennomsnittlig kvadratmeterpris (kr)	34696
1124 Sola	Småhus	2019K1	Gjennomsnittlig kvadratmeterpris (kr)	34472
1124 Sola	Småhus	2019K2	Gjennomsnittlig kvadratmeterpris (kr)	33571
1124 Sola	Småhus	2019K3	Gjennomsnittlig kvadratmeterpris (kr)	31353
1124 Sola	Småhus	2019K4	Gjennomsnittlig kvadratmeterpris (kr)	32601
1124 Sola	Småhus	2020K1	Gjennomsnittlig kvadratmeterpris (kr)	30981
1124 Sola	Småhus	2020K2	Gjennomsnittlig kvadratmeterpris (kr)	33624
1124 Sola	Småhus	2020K3	Gjennomsnittlig kvadratmeterpris (kr)	32169
1124 Sola	Småhus	2020K4	Gjennomsnittlig kvadratmeterpris (kr)	33764
1124 Sola	Småhus	2021K1	Gjennomsnittlig kvadratmeterpris (kr)	34821
1124 Sola	Småhus	2021K2	Gjennomsnittlig kvadratmeterpris (kr)	34232
1124 Sola	Småhus	2021K3	Gjennomsnittlig kvadratmeterpris (kr)	35414
1124 Sola	Småhus	2021K4	Gjennomsnittlig kvadratmeterpris (kr)	38763
1124 Sola	Småhus	2022K1	Gjennomsnittlig kvadratmeterpris (kr)	35488
1124 Sola	Småhus	2022K2	Gjennomsnittlig kvadratmeterpris (kr)	39685
1124 Sola	Småhus	2022K3	Gjennomsnittlig kvadratmeterpris (kr)	40081
1124 Sola	Småhus	2022K4	Gjennomsnittlig kvadratmeterpris (kr)	35534
1124 Sola	Småhus	2023K1	Gjennomsnittlig kvadratmeterpris (kr)	38799
1124 Sola	Småhus	2023K2	Gjennomsnittlig kvadratmeterpris (kr)	39530
1124 Sola	Småhus	2023K3	Gjennomsnittlig kvadratmeterpris (kr)	45001
1124 Sola	Småhus	2023K4	Gjennomsnittlig kvadratmeterpris (kr)	39923
1124 Sola	Småhus	2024K1	Gjennomsnittlig kvadratmeterpris (kr)	38186
1124 Sola	Blokkleiligheter	2013K1	Gjennomsnittlig kvadratmeterpris (kr)	50245
1124 Sola	Blokkleiligheter	2013K2	Gjennomsnittlig kvadratmeterpris (kr)	47216
1124 Sola	Blokkleiligheter	2013K3	Gjennomsnittlig kvadratmeterpris (kr)	49084
1124 Sola	Blokkleiligheter	2013K4	Gjennomsnittlig kvadratmeterpris (kr)	46803
1124 Sola	Blokkleiligheter	2014K1	Gjennomsnittlig kvadratmeterpris (kr)	43839
1124 Sola	Blokkleiligheter	2014K2	Gjennomsnittlig kvadratmeterpris (kr)	42346
1124 Sola	Blokkleiligheter	2014K3	Gjennomsnittlig kvadratmeterpris (kr)	45068
1124 Sola	Blokkleiligheter	2014K4	Gjennomsnittlig kvadratmeterpris (kr)	44971
1124 Sola	Blokkleiligheter	2015K1	Gjennomsnittlig kvadratmeterpris (kr)	45696
1124 Sola	Blokkleiligheter	2015K2	Gjennomsnittlig kvadratmeterpris (kr)	43794
1124 Sola	Blokkleiligheter	2015K3	Gjennomsnittlig kvadratmeterpris (kr)	41644
1124 Sola	Blokkleiligheter	2015K4	Gjennomsnittlig kvadratmeterpris (kr)	41718
1124 Sola	Blokkleiligheter	2016K1	Gjennomsnittlig kvadratmeterpris (kr)	41980
1124 Sola	Blokkleiligheter	2016K2	Gjennomsnittlig kvadratmeterpris (kr)	37483
1124 Sola	Blokkleiligheter	2016K3	Gjennomsnittlig kvadratmeterpris (kr)	38343
1124 Sola	Blokkleiligheter	2016K4	Gjennomsnittlig kvadratmeterpris (kr)	41877
1124 Sola	Blokkleiligheter	2017K1	Gjennomsnittlig kvadratmeterpris (kr)	39987
1124 Sola	Blokkleiligheter	2017K2	Gjennomsnittlig kvadratmeterpris (kr)	41153
1124 Sola	Blokkleiligheter	2017K3	Gjennomsnittlig kvadratmeterpris (kr)	41968
1124 Sola	Blokkleiligheter	2017K4	Gjennomsnittlig kvadratmeterpris (kr)	39152
1124 Sola	Blokkleiligheter	2018K1	Gjennomsnittlig kvadratmeterpris (kr)	41225
1124 Sola	Blokkleiligheter	2018K2	Gjennomsnittlig kvadratmeterpris (kr)	40209
1124 Sola	Blokkleiligheter	2018K3	Gjennomsnittlig kvadratmeterpris (kr)	40411
1124 Sola	Blokkleiligheter	2018K4	Gjennomsnittlig kvadratmeterpris (kr)	35693
1124 Sola	Blokkleiligheter	2019K1	Gjennomsnittlig kvadratmeterpris (kr)	38998
1124 Sola	Blokkleiligheter	2019K2	Gjennomsnittlig kvadratmeterpris (kr)	40363
1124 Sola	Blokkleiligheter	2019K3	Gjennomsnittlig kvadratmeterpris (kr)	42481
1124 Sola	Blokkleiligheter	2019K4	Gjennomsnittlig kvadratmeterpris (kr)	40897
1124 Sola	Blokkleiligheter	2020K1	Gjennomsnittlig kvadratmeterpris (kr)	40930
1124 Sola	Blokkleiligheter	2020K2	Gjennomsnittlig kvadratmeterpris (kr)	41177
1124 Sola	Blokkleiligheter	2020K3	Gjennomsnittlig kvadratmeterpris (kr)	41993
1124 Sola	Blokkleiligheter	2020K4	Gjennomsnittlig kvadratmeterpris (kr)	40032
1124 Sola	Blokkleiligheter	2021K1	Gjennomsnittlig kvadratmeterpris (kr)	41309
1124 Sola	Blokkleiligheter	2021K2	Gjennomsnittlig kvadratmeterpris (kr)	42022
1124 Sola	Blokkleiligheter	2021K3	Gjennomsnittlig kvadratmeterpris (kr)	42553
1124 Sola	Blokkleiligheter	2021K4	Gjennomsnittlig kvadratmeterpris (kr)	44035
1124 Sola	Blokkleiligheter	2022K1	Gjennomsnittlig kvadratmeterpris (kr)	45843
1124 Sola	Blokkleiligheter	2022K2	Gjennomsnittlig kvadratmeterpris (kr)	43632
1124 Sola	Blokkleiligheter	2022K3	Gjennomsnittlig kvadratmeterpris (kr)	45868
1124 Sola	Blokkleiligheter	2022K4	Gjennomsnittlig kvadratmeterpris (kr)	48772
1124 Sola	Blokkleiligheter	2023K1	Gjennomsnittlig kvadratmeterpris (kr)	47478
1124 Sola	Blokkleiligheter	2023K2	Gjennomsnittlig kvadratmeterpris (kr)	50174
1124 Sola	Blokkleiligheter	2023K3	Gjennomsnittlig kvadratmeterpris (kr)	49393
1124 Sola	Blokkleiligheter	2023K4	Gjennomsnittlig kvadratmeterpris (kr)	51840
1124 Sola	Blokkleiligheter	2024K1	Gjennomsnittlig kvadratmeterpris (kr)	48907
1149 Karmøy	Eneboliger	2013K1	Gjennomsnittlig kvadratmeterpris (kr)	15019
1149 Karmøy	Eneboliger	2013K2	Gjennomsnittlig kvadratmeterpris (kr)	16647
1149 Karmøy	Eneboliger	2013K3	Gjennomsnittlig kvadratmeterpris (kr)	15100
1149 Karmøy	Eneboliger	2013K4	Gjennomsnittlig kvadratmeterpris (kr)	15802
1149 Karmøy	Eneboliger	2014K1	Gjennomsnittlig kvadratmeterpris (kr)	16331
1149 Karmøy	Eneboliger	2014K2	Gjennomsnittlig kvadratmeterpris (kr)	16298
1149 Karmøy	Eneboliger	2014K3	Gjennomsnittlig kvadratmeterpris (kr)	15708
1149 Karmøy	Eneboliger	2014K4	Gjennomsnittlig kvadratmeterpris (kr)	16013
1149 Karmøy	Eneboliger	2015K1	Gjennomsnittlig kvadratmeterpris (kr)	15780
1149 Karmøy	Eneboliger	2015K2	Gjennomsnittlig kvadratmeterpris (kr)	16665
1149 Karmøy	Eneboliger	2015K3	Gjennomsnittlig kvadratmeterpris (kr)	15454
1149 Karmøy	Eneboliger	2015K4	Gjennomsnittlig kvadratmeterpris (kr)	16497
1149 Karmøy	Eneboliger	2016K1	Gjennomsnittlig kvadratmeterpris (kr)	15904
1149 Karmøy	Eneboliger	2016K2	Gjennomsnittlig kvadratmeterpris (kr)	16068
1149 Karmøy	Eneboliger	2016K3	Gjennomsnittlig kvadratmeterpris (kr)	16227
1149 Karmøy	Eneboliger	2016K4	Gjennomsnittlig kvadratmeterpris (kr)	16222
1149 Karmøy	Eneboliger	2017K1	Gjennomsnittlig kvadratmeterpris (kr)	17492
1149 Karmøy	Eneboliger	2017K2	Gjennomsnittlig kvadratmeterpris (kr)	16593
1149 Karmøy	Eneboliger	2017K3	Gjennomsnittlig kvadratmeterpris (kr)	16089
1149 Karmøy	Eneboliger	2017K4	Gjennomsnittlig kvadratmeterpris (kr)	15996
1149 Karmøy	Eneboliger	2018K1	Gjennomsnittlig kvadratmeterpris (kr)	16468
1149 Karmøy	Eneboliger	2018K2	Gjennomsnittlig kvadratmeterpris (kr)	17052
1149 Karmøy	Eneboliger	2018K3	Gjennomsnittlig kvadratmeterpris (kr)	17416
1149 Karmøy	Eneboliger	2018K4	Gjennomsnittlig kvadratmeterpris (kr)	15839
1149 Karmøy	Eneboliger	2019K1	Gjennomsnittlig kvadratmeterpris (kr)	15861
1149 Karmøy	Eneboliger	2019K2	Gjennomsnittlig kvadratmeterpris (kr)	17324
1149 Karmøy	Eneboliger	2019K3	Gjennomsnittlig kvadratmeterpris (kr)	16562
1149 Karmøy	Eneboliger	2019K4	Gjennomsnittlig kvadratmeterpris (kr)	15737
1149 Karmøy	Eneboliger	2020K1	Gjennomsnittlig kvadratmeterpris (kr)	15167
1149 Karmøy	Eneboliger	2020K2	Gjennomsnittlig kvadratmeterpris (kr)	15844
1149 Karmøy	Eneboliger	2020K3	Gjennomsnittlig kvadratmeterpris (kr)	16661
1149 Karmøy	Eneboliger	2020K4	Gjennomsnittlig kvadratmeterpris (kr)	15829
1149 Karmøy	Eneboliger	2021K1	Gjennomsnittlig kvadratmeterpris (kr)	18988
1149 Karmøy	Eneboliger	2021K2	Gjennomsnittlig kvadratmeterpris (kr)	19209
1149 Karmøy	Eneboliger	2021K3	Gjennomsnittlig kvadratmeterpris (kr)	18376
1149 Karmøy	Eneboliger	2021K4	Gjennomsnittlig kvadratmeterpris (kr)	17405
1149 Karmøy	Eneboliger	2022K1	Gjennomsnittlig kvadratmeterpris (kr)	18686
1149 Karmøy	Eneboliger	2022K2	Gjennomsnittlig kvadratmeterpris (kr)	19131
1149 Karmøy	Eneboliger	2022K3	Gjennomsnittlig kvadratmeterpris (kr)	20036
1149 Karmøy	Eneboliger	2022K4	Gjennomsnittlig kvadratmeterpris (kr)	18176
1149 Karmøy	Eneboliger	2023K1	Gjennomsnittlig kvadratmeterpris (kr)	18566
1149 Karmøy	Eneboliger	2023K2	Gjennomsnittlig kvadratmeterpris (kr)	20579
1149 Karmøy	Eneboliger	2023K3	Gjennomsnittlig kvadratmeterpris (kr)	20222
1149 Karmøy	Eneboliger	2023K4	Gjennomsnittlig kvadratmeterpris (kr)	19039
1149 Karmøy	Eneboliger	2024K1	Gjennomsnittlig kvadratmeterpris (kr)	21073
1149 Karmøy	Småhus	2013K1	Gjennomsnittlig kvadratmeterpris (kr)	19655
1149 Karmøy	Småhus	2013K2	Gjennomsnittlig kvadratmeterpris (kr)	..
1149 Karmøy	Småhus	2013K3	Gjennomsnittlig kvadratmeterpris (kr)	21474
1149 Karmøy	Småhus	2013K4	Gjennomsnittlig kvadratmeterpris (kr)	18833
1149 Karmøy	Småhus	2014K1	Gjennomsnittlig kvadratmeterpris (kr)	..
1149 Karmøy	Småhus	2014K2	Gjennomsnittlig kvadratmeterpris (kr)	20002
1149 Karmøy	Småhus	2014K3	Gjennomsnittlig kvadratmeterpris (kr)	22580
1149 Karmøy	Småhus	2014K4	Gjennomsnittlig kvadratmeterpris (kr)	20143
1149 Karmøy	Småhus	2015K1	Gjennomsnittlig kvadratmeterpris (kr)	20697
1149 Karmøy	Småhus	2015K2	Gjennomsnittlig kvadratmeterpris (kr)	..
1149 Karmøy	Småhus	2015K3	Gjennomsnittlig kvadratmeterpris (kr)	21888
1149 Karmøy	Småhus	2015K4	Gjennomsnittlig kvadratmeterpris (kr)	..
1149 Karmøy	Småhus	2016K1	Gjennomsnittlig kvadratmeterpris (kr)	22379
1149 Karmøy	Småhus	2016K2	Gjennomsnittlig kvadratmeterpris (kr)	21468
1149 Karmøy	Småhus	2016K3	Gjennomsnittlig kvadratmeterpris (kr)	22056
1149 Karmøy	Småhus	2016K4	Gjennomsnittlig kvadratmeterpris (kr)	22074
1149 Karmøy	Småhus	2017K1	Gjennomsnittlig kvadratmeterpris (kr)	19700
1149 Karmøy	Småhus	2017K2	Gjennomsnittlig kvadratmeterpris (kr)	22381
1149 Karmøy	Småhus	2017K3	Gjennomsnittlig kvadratmeterpris (kr)	21543
1149 Karmøy	Småhus	2017K4	Gjennomsnittlig kvadratmeterpris (kr)	24024
1149 Karmøy	Småhus	2018K1	Gjennomsnittlig kvadratmeterpris (kr)	..
1149 Karmøy	Småhus	2018K2	Gjennomsnittlig kvadratmeterpris (kr)	21303
1149 Karmøy	Småhus	2018K3	Gjennomsnittlig kvadratmeterpris (kr)	20740
1149 Karmøy	Småhus	2018K4	Gjennomsnittlig kvadratmeterpris (kr)	23011
1149 Karmøy	Småhus	2019K1	Gjennomsnittlig kvadratmeterpris (kr)	23114
1149 Karmøy	Småhus	2019K2	Gjennomsnittlig kvadratmeterpris (kr)	..
1149 Karmøy	Småhus	2019K3	Gjennomsnittlig kvadratmeterpris (kr)	24304
1149 Karmøy	Småhus	2019K4	Gjennomsnittlig kvadratmeterpris (kr)	20197
1149 Karmøy	Småhus	2020K1	Gjennomsnittlig kvadratmeterpris (kr)	25179
1149 Karmøy	Småhus	2020K2	Gjennomsnittlig kvadratmeterpris (kr)	22302
1149 Karmøy	Småhus	2020K3	Gjennomsnittlig kvadratmeterpris (kr)	23247
1149 Karmøy	Småhus	2020K4	Gjennomsnittlig kvadratmeterpris (kr)	22693
1149 Karmøy	Småhus	2021K1	Gjennomsnittlig kvadratmeterpris (kr)	22460
1149 Karmøy	Småhus	2021K2	Gjennomsnittlig kvadratmeterpris (kr)	25016
1149 Karmøy	Småhus	2021K3	Gjennomsnittlig kvadratmeterpris (kr)	24406
1149 Karmøy	Småhus	2021K4	Gjennomsnittlig kvadratmeterpris (kr)	25683
1149 Karmøy	Småhus	2022K1	Gjennomsnittlig kvadratmeterpris (kr)	24770
1149 Karmøy	Småhus	2022K2	Gjennomsnittlig kvadratmeterpris (kr)	25870
1149 Karmøy	Småhus	2022K3	Gjennomsnittlig kvadratmeterpris (kr)	27665
1149 Karmøy	Småhus	2022K4	Gjennomsnittlig kvadratmeterpris (kr)	24602
1149 Karmøy	Småhus	2023K1	Gjennomsnittlig kvadratmeterpris (kr)	27357
1149 Karmøy	Småhus	2023K2	Gjennomsnittlig kvadratmeterpris (kr)	26196
1149 Karmøy	Småhus	2023K3	Gjennomsnittlig kvadratmeterpris (kr)	25753
1149 Karmøy	Småhus	2023K4	Gjennomsnittlig kvadratmeterpris (kr)	..
1149 Karmøy	Småhus	2024K1	Gjennomsnittlig kvadratmeterpris (kr)	29173
1149 Karmøy	Blokkleiligheter	2013K1	Gjennomsnittlig kvadratmeterpris (kr)	25420
1149 Karmøy	Blokkleiligheter	2013K2	Gjennomsnittlig kvadratmeterpris (kr)	21309
1149 Karmøy	Blokkleiligheter	2013K3	Gjennomsnittlig kvadratmeterpris (kr)	21810
1149 Karmøy	Blokkleiligheter	2013K4	Gjennomsnittlig kvadratmeterpris (kr)	22665
1149 Karmøy	Blokkleiligheter	2014K1	Gjennomsnittlig kvadratmeterpris (kr)	21409
1149 Karmøy	Blokkleiligheter	2014K2	Gjennomsnittlig kvadratmeterpris (kr)	22893
1149 Karmøy	Blokkleiligheter	2014K3	Gjennomsnittlig kvadratmeterpris (kr)	22549
1149 Karmøy	Blokkleiligheter	2014K4	Gjennomsnittlig kvadratmeterpris (kr)	25327
1149 Karmøy	Blokkleiligheter	2015K1	Gjennomsnittlig kvadratmeterpris (kr)	23356
1149 Karmøy	Blokkleiligheter	2015K2	Gjennomsnittlig kvadratmeterpris (kr)	23774
1149 Karmøy	Blokkleiligheter	2015K3	Gjennomsnittlig kvadratmeterpris (kr)	25372
1149 Karmøy	Blokkleiligheter	2015K4	Gjennomsnittlig kvadratmeterpris (kr)	22805
1149 Karmøy	Blokkleiligheter	2016K1	Gjennomsnittlig kvadratmeterpris (kr)	24308
1149 Karmøy	Blokkleiligheter	2016K2	Gjennomsnittlig kvadratmeterpris (kr)	24448
1149 Karmøy	Blokkleiligheter	2016K3	Gjennomsnittlig kvadratmeterpris (kr)	27370
1149 Karmøy	Blokkleiligheter	2016K4	Gjennomsnittlig kvadratmeterpris (kr)	24544
1149 Karmøy	Blokkleiligheter	2017K1	Gjennomsnittlig kvadratmeterpris (kr)	24715
1149 Karmøy	Blokkleiligheter	2017K2	Gjennomsnittlig kvadratmeterpris (kr)	21910
1149 Karmøy	Blokkleiligheter	2017K3	Gjennomsnittlig kvadratmeterpris (kr)	26372
1149 Karmøy	Blokkleiligheter	2017K4	Gjennomsnittlig kvadratmeterpris (kr)	24661
1149 Karmøy	Blokkleiligheter	2018K1	Gjennomsnittlig kvadratmeterpris (kr)	24116
1149 Karmøy	Blokkleiligheter	2018K2	Gjennomsnittlig kvadratmeterpris (kr)	25355
1149 Karmøy	Blokkleiligheter	2018K3	Gjennomsnittlig kvadratmeterpris (kr)	26978
1149 Karmøy	Blokkleiligheter	2018K4	Gjennomsnittlig kvadratmeterpris (kr)	26172
1149 Karmøy	Blokkleiligheter	2019K1	Gjennomsnittlig kvadratmeterpris (kr)	25988
1149 Karmøy	Blokkleiligheter	2019K2	Gjennomsnittlig kvadratmeterpris (kr)	25088
1149 Karmøy	Blokkleiligheter	2019K3	Gjennomsnittlig kvadratmeterpris (kr)	26301
1149 Karmøy	Blokkleiligheter	2019K4	Gjennomsnittlig kvadratmeterpris (kr)	25065
1149 Karmøy	Blokkleiligheter	2020K1	Gjennomsnittlig kvadratmeterpris (kr)	25876
1149 Karmøy	Blokkleiligheter	2020K2	Gjennomsnittlig kvadratmeterpris (kr)	25638
1149 Karmøy	Blokkleiligheter	2020K3	Gjennomsnittlig kvadratmeterpris (kr)	25552
1149 Karmøy	Blokkleiligheter	2020K4	Gjennomsnittlig kvadratmeterpris (kr)	24830
1149 Karmøy	Blokkleiligheter	2021K1	Gjennomsnittlig kvadratmeterpris (kr)	25801
1149 Karmøy	Blokkleiligheter	2021K2	Gjennomsnittlig kvadratmeterpris (kr)	27673
1149 Karmøy	Blokkleiligheter	2021K3	Gjennomsnittlig kvadratmeterpris (kr)	27800
1149 Karmøy	Blokkleiligheter	2021K4	Gjennomsnittlig kvadratmeterpris (kr)	27708
1149 Karmøy	Blokkleiligheter	2022K1	Gjennomsnittlig kvadratmeterpris (kr)	28863
1149 Karmøy	Blokkleiligheter	2022K2	Gjennomsnittlig kvadratmeterpris (kr)	29433
1149 Karmøy	Blokkleiligheter	2022K3	Gjennomsnittlig kvadratmeterpris (kr)	30688
1149 Karmøy	Blokkleiligheter	2022K4	Gjennomsnittlig kvadratmeterpris (kr)	30819
1149 Karmøy	Blokkleiligheter	2023K1	Gjennomsnittlig kvadratmeterpris (kr)	31732
1149 Karmøy	Blokkleiligheter	2023K2	Gjennomsnittlig kvadratmeterpris (kr)	31758
1149 Karmøy	Blokkleiligheter	2023K3	Gjennomsnittlig kvadratmeterpris (kr)	30095
1149 Karmøy	Blokkleiligheter	2023K4	Gjennomsnittlig kvadratmeterpris (kr)	31474
1149 Karmøy	Blokkleiligheter	2024K1	Gjennomsnittlig kvadratmeterpris (kr)	31677
